Model,Year,Region,Color,Fuel_Type,Transmission,Engine_Size_L,Mileage_KM,Price_USD,Sales_Volume,Sales_Classification
3 SERIES,2014,North America,Silver,Petrol,Automatic,4.2,98124,44534,9055,High
5 SERIES,2022,South America,Black,Electric,Manual,1.5,143864,97528,4449,Low
3 SERIES,2018,Europe,Grey,Diesel,Automatic,3.8,50942,117415,2822,Low
7 SERIES,2018,Africa,Red,Petrol,Manual,3.0,21171,93729,8994,High
5 SERIES,2014,Asia,White,Hybrid,Automatic,2.8,68445,112665,9795,High
7 SERIES,2010,Middle East,Black,Hybrid,Manual,3.2,9884,32178,6512,Low
5 SERIES,2017,Africa,White,Electric,Automatic,2.3,76277,112020,4167,Low
5 SERIES,2022,North America,Grey,Electric,Automatic,4.5,43995,48051,1166,Low
3 SERIES,2016,South America,Blue,Electric,Automatic,2.3,94056,87521,551,Low
3 SERIES,2020,Middle East,Silver,Hybrid,Manual,3.5,76792,51539,6797,Low
3 SERIES,2019,South America,Grey,Electric,Automatic,2.8,168649,81768,4564,Low
7 SERIES,2015,Middle East,Blue,Hybrid,Automatic,1.6,95876,88145,1369,Low
7 SERIES,2019,South America,Red,Hybrid,Automatic,3.4,133748,55174,6078,Low
3 SERIES,2021,North America,White,Hybrid,Automatic,3.8,76918,68928,5875,Low
7 SERIES,2023,Middle East,Grey,Petrol,Automatic,4.2,155259,78094,8539,High
3 SERIES,2018,Middle East,Silver,Electric,Automatic,1.9,59012,38545,3138,Low
5 SERIES,2014,South America,Silver,Petrol,Automatic,3.6,156068,116099,3990,Low
3 SERIES,2020,Asia,Blue,Hybrid,Automatic,3.5,152333,69769,282,Low
3 SERIES,2021,North America,Black,Hybrid,Manual,4.6,37338,76686,4841,Low
5 SERIES,2018,Middle East,Black,Diesel,Manual,4.0,24820,116319,4277,Low
5 SERIES,2014,Middle East,Blue,Petrol,Automatic,2.2,48412,51366,241,Low
5 SERIES,2024,Asia,Red,Hybrid,Automatic,2.8,187862,98864,7597,High
5 SERIES,2021,North America,White,Petrol,Automatic,1.9,178429,68880,2618,Low
7 SERIES,2017,South America,Red,Hybrid,Automatic,1.9,46714,96639,7098,High
7 SERIES,2024,Middle East,White,Diesel,Automatic,3.8,165619,74418,4357,Low
3 SERIES,2024,North America,Blue,Electric,Automatic,3.6,131710,58375,1345,Low
3 SERIES,2021,Asia,White,Electric,Manual,3.9,18075,87766,2663,Low
3 SERIES,2023,North America,Grey,Petrol,Manual,4.8,62006,72811,9481,High
3 SERIES,2024,Africa,Black,Electric,Manual,3.8,30656,49160,1396,Low
3 SERIES,2014,Africa,Silver,Electric,Automatic,4.1,37786,67998,7406,High
5 SERIES,2015,Europe,Black,Hybrid,Manual,1.7,64796,82806,7853,High
7 SERIES,2014,Middle East,Black,Petrol,Automatic,3.0,197121,62017,954,Low
3 SERIES,2014,South America,Silver,Petrol,Manual,1.8,96593,105410,8225,High
3 SERIES,2021,Asia,Black,Electric,Automatic,2.5,83905,62519,8643,High
7 SERIES,2022,North America,Black,Hybrid,Automatic,4.0,81517,50641,3316,Low
5 SERIES,2018,Europe,Black,Hybrid,Manual,3.4,168087,52940,3155,Low
5 SERIES,2024,Middle East,Silver,Diesel,Manual,2.3,194906,76882,5310,Low
5 SERIES,2017,Africa,Silver,Hybrid,Manual,2.6,139939,74315,8584,High
3 SERIES,2020,Europe,Blue,Diesel,Manual,4.3,70670,69164,2662,Low
5 SERIES,2016,Europe,Black,Electric,Manual,3.1,108292,111541,7641,High
3 SERIES,2015,Europe,Silver,Electric,Automatic,1.8,145934,118643,7072,High
3 SERIES,2016,Africa,Blue,Diesel,Automatic,3.3,124629,112127,9068,High
7 SERIES,2023,Asia,Blue,Electric,Automatic,1.7,100996,91382,2012,Low
7 SERIES,2022,Middle East,Grey,Petrol,Automatic,3.3,63317,92854,3947,Low
7 SERIES,2013,Middle East,Black,Electric,Automatic,4.9,196240,100692,3623,Low
5 SERIES,2011,Asia,Blue,Petrol,Automatic,4.9,186261,93996,1941,Low
5 SERIES,2016,Africa,Blue,Electric,Manual,2.5,115903,108230,2118,Low
7 SERIES,2014,Middle East,Red,Hybrid,Automatic,3.1,93776,79748,7288,High
3 SERIES,2017,South America,Black,Electric,Automatic,1.8,168492,62660,9539,High
5 SERIES,2011,South America,Black,Diesel,Automatic,2.1,135213,44751,9163,High
7 SERIES,2010,Middle East,White,Diesel,Manual,1.6,18932,95184,9423,High
5 SERIES,2024,Middle East,Silver,Diesel,Manual,2.3,26487,47431,9581,High
3 SERIES,2020,Europe,Blue,Hybrid,Manual,3.8,144070,98913,735,Low
7 SERIES,2024,Africa,Grey,Hybrid,Manual,4.2,177149,81866,7494,High
3 SERIES,2018,Asia,Red,Hybrid,Manual,1.6,147211,76800,3097,Low
3 SERIES,2011,Asia,White,Hybrid,Manual,2.5,93274,107776,3335,Low
5 SERIES,2010,South America,Grey,Electric,Manual,4.6,91172,49676,3953,Low
3 SERIES,2018,North America,Black,Hybrid,Manual,3.9,167852,59804,9916,High
7 SERIES,2014,South America,Black,Diesel,Manual,3.1,62000,62190,3409,Low
3 SERIES,2022,Europe,Red,Hybrid,Manual,2.1,45008,77371,5895,Low
3 SERIES,2013,Europe,Red,Petrol,Automatic,3.7,199461,40814,576,Low
3 SERIES,2011,Middle East,Grey,Diesel,Automatic,3.9,132517,107579,5926,Low
3 SERIES,2015,South America,Blue,Diesel,Manual,2.7,153203,112256,6641,Low
5 SERIES,2012,Europe,Blue,Electric,Automatic,3.2,116296,44223,8922,High
3 SERIES,2011,Europe,Blue,Diesel,Manual,4.4,73741,87165,6874,Low
7 SERIES,2018,North America,White,Petrol,Manual,4.0,190203,106952,1179,Low
7 SERIES,2017,Africa,Black,Hybrid,Manual,1.7,185208,108131,2618,Low
7 SERIES,2023,Middle East,Red,Diesel,Manual,4.2,180989,36809,2756,Low
7 SERIES,2016,South America,Red,Diesel,Manual,3.6,183640,89823,3211,Low
5 SERIES,2018,South America,Black,Petrol,Automatic,3.0,94844,56502,7452,High
5 SERIES,2014,Europe,White,Electric,Manual,2.7,58350,38004,6596,Low
3 SERIES,2022,Asia,Black,Diesel,Automatic,4.3,180084,63962,9433,High
3 SERIES,2023,Europe,Blue,Diesel,Manual,4.6,170326,81063,3474,Low
7 SERIES,2023,South America,White,Petrol,Manual,4.8,118061,114084,1223,Low
7 SERIES,2018,Europe,White,Electric,Automatic,2.5,49205,89949,6135,Low
5 SERIES,2019,Europe,Grey,Hybrid,Automatic,3.5,140521,118880,8293,High
5 SERIES,2021,Africa,Grey,Diesel,Manual,2.2,143619,108517,293,Low
7 SERIES,2019,North America,Black,Hybrid,Automatic,3.4,76006,99897,9110,High
7 SERIES,2021,North America,White,Hybrid,Manual,4.3,187370,49892,9329,High
3 SERIES,2011,North America,Grey,Hybrid,Manual,2.9,156845,54086,3668,Low
3 SERIES,2020,Africa,White,Hybrid,Manual,2.0,191416,94176,5402,Low
5 SERIES,2024,Asia,Red,Diesel,Automatic,4.9,141797,62557,7801,High
7 SERIES,2020,Africa,Grey,Petrol,Automatic,4.2,129653,82664,9242,High
5 SERIES,2012,South America,Blue,Diesel,Automatic,4.0,130145,106045,6385,Low
7 SERIES,2022,Asia,Blue,Petrol,Manual,2.8,81595,38725,4443,Low
3 SERIES,2013,Middle East,Red,Diesel,Manual,1.8,186767,98618,9725,High
3 SERIES,2022,Asia,Black,Electric,Manual,3.5,24992,76343,4288,Low
3 SERIES,2013,Asia,White,Petrol,Automatic,1.7,16773,33812,2905,Low
3 SERIES,2024,South America,Blue,Electric,Automatic,1.8,27450,65054,2050,Low
3 SERIES,2019,North America,Grey,Petrol,Manual,2.7,164220,59171,1259,Low
3 SERIES,2017,Asia,Blue,Electric,Manual,4.2,67776,47124,6307,Low
7 SERIES,2022,Europe,Black,Diesel,Manual,2.2,188430,101033,2423,Low
5 SERIES,2019,North America,Red,Diesel,Automatic,2.7,115277,44476,8908,High
3 SERIES,2017,Middle East,Grey,Hybrid,Manual,1.8,131020,77013,438,Low
3 SERIES,2015,South America,Silver,Electric,Manual,3.6,140614,96101,2196,Low
5 SERIES,2016,Middle East,Red,Petrol,Manual,3.7,5897,56664,8239,High
5 SERIES,2021,Africa,White,Hybrid,Automatic,3.3,76227,39436,7705,High
5 SERIES,2022,Africa,Blue,Hybrid,Manual,4.0,192676,46845,4862,Low
5 SERIES,2019,Africa,Red,Electric,Manual,2.7,178427,76604,8056,High
7 SERIES,2015,Asia,Blue,Diesel,Automatic,3.4,141948,46172,8403,High
3 SERIES,2018,Middle East,Blue,Diesel,Manual,3.5,123785,39424,9977,High
3 SERIES,2017,North America,White,Hybrid,Manual,4.5,10736,33167,8836,High
5 SERIES,2019,Africa,White,Petrol,Manual,3.6,165717,45662,559,Low
5 SERIES,2020,South America,Grey,Diesel,Automatic,2.5,145902,72838,7577,High
5 SERIES,2021,North America,Black,Hybrid,Manual,2.6,56592,56995,9595,High
3 SERIES,2016,Middle East,Black,Petrol,Manual,1.7,19984,114304,3719,Low
7 SERIES,2012,Middle East,Grey,Electric,Manual,2.9,166512,104301,537,Low
5 SERIES,2010,Middle East,Silver,Hybrid,Manual,1.7,85009,44030,7303,High
3 SERIES,2011,North America,Blue,Diesel,Automatic,1.7,92027,101232,7416,High
3 SERIES,2011,Middle East,Red,Diesel,Automatic,4.0,45888,119971,8128,High
7 SERIES,2010,Europe,White,Hybrid,Manual,4.4,118541,43507,6296,Low
5 SERIES,2014,South America,White,Petrol,Manual,2.5,199547,97826,9209,High
7 SERIES,2012,Asia,Black,Diesel,Manual,2.8,161118,37447,9884,High
3 SERIES,2016,Europe,White,Hybrid,Manual,4.7,133280,92164,9629,High
3 SERIES,2018,Middle East,Red,Hybrid,Manual,2.4,21951,110003,680,Low
5 SERIES,2018,Asia,Blue,Hybrid,Manual,4.5,124408,53503,2604,Low
3 SERIES,2018,Africa,White,Petrol,Manual,1.9,158774,89430,6069,Low
7 SERIES,2011,Europe,Silver,Petrol,Manual,1.8,117146,113005,2435,Low
5 SERIES,2019,Africa,Black,Electric,Manual,4.7,22649,41207,1554,Low
7 SERIES,2016,Africa,Black,Hybrid,Automatic,2.4,60601,60070,4172,Low
3 SERIES,2017,Asia,Grey,Hybrid,Automatic,3.5,61900,109478,9063,High
3 SERIES,2015,South America,Silver,Diesel,Automatic,3.7,33540,119002,4365,Low
5 SERIES,2022,Europe,Silver,Hybrid,Manual,3.2,827,68134,9502,High
3 SERIES,2013,Europe,Grey,Diesel,Manual,4.1,3801,102311,310,Low
3 SERIES,2015,South America,Silver,Hybrid,Manual,1.8,105198,30233,3950,Low
7 SERIES,2016,Africa,Black,Diesel,Automatic,3.6,149794,111322,897,Low
7 SERIES,2022,Africa,Blue,Petrol,Manual,2.1,182802,45144,5650,Low
5 SERIES,2010,Africa,Blue,Diesel,Automatic,2.0,43322,50599,8308,High
7 SERIES,2011,Asia,Grey,Electric,Automatic,1.7,77119,62640,9618,High
7 SERIES,2014,Middle East,White,Petrol,Manual,4.3,72191,116491,3404,Low
5 SERIES,2021,Middle East,Silver,Diesel,Automatic,3.8,88090,80052,3762,Low
7 SERIES,2019,Europe,Black,Diesel,Automatic,3.1,110590,41878,9815,High
5 SERIES,2011,South America,Red,Diesel,Manual,4.4,40831,36221,5876,Low
7 SERIES,2015,Africa,Black,Diesel,Manual,3.6,66071,59419,2400,Low
7 SERIES,2021,Europe,White,Petrol,Automatic,4.2,24978,85100,5742,Low
3 SERIES,2024,North America,Red,Diesel,Automatic,3.1,134826,54686,2025,Low
3 SERIES,2023,North America,Red,Electric,Manual,3.8,36813,70992,5605,Low
5 SERIES,2021,South America,Red,Diesel,Manual,2.2,78125,97471,5990,Low
3 SERIES,2010,South America,Blue,Petrol,Automatic,1.9,28212,73122,287,Low
7 SERIES,2021,Europe,Red,Diesel,Manual,1.8,122175,48969,1014,Low
5 SERIES,2017,Africa,White,Petrol,Manual,2.8,176915,35622,5823,Low
5 SERIES,2023,South America,White,Hybrid,Manual,4.9,160890,46027,9389,High
3 SERIES,2022,North America,Black,Electric,Manual,2.7,63412,77129,2914,Low
5 SERIES,2021,Africa,White,Hybrid,Automatic,3.4,65021,57139,9558,High
5 SERIES,2017,North America,Silver,Diesel,Automatic,3.7,108495,74148,1731,Low
3 SERIES,2013,North America,White,Hybrid,Automatic,3.3,73351,99424,9490,High
5 SERIES,2023,North America,White,Hybrid,Manual,3.1,143679,76244,7908,High
3 SERIES,2011,North America,Silver,Electric,Manual,4.6,160396,87320,750,Low
5 SERIES,2013,North America,Red,Diesel,Manual,4.5,111377,62992,8643,High
7 SERIES,2016,Middle East,Black,Petrol,Automatic,1.9,99816,91715,7144,High
7 SERIES,2011,Africa,White,Diesel,Automatic,4.8,77930,64002,3033,Low
3 SERIES,2022,North America,White,Electric,Automatic,2.1,199715,104432,7377,High
7 SERIES,2019,Africa,Silver,Petrol,Manual,2.3,96597,56247,8273,High
5 SERIES,2015,Asia,Blue,Hybrid,Manual,2.9,92523,74126,3362,Low
3 SERIES,2020,South America,Silver,Diesel,Manual,2.6,197144,93553,1525,Low
7 SERIES,2024,North America,Silver,Diesel,Automatic,4.8,141389,109047,8970,High
3 SERIES,2015,Europe,Grey,Hybrid,Automatic,2.4,122257,110100,7462,High
3 SERIES,2019,Europe,Grey,Electric,Manual,2.3,114970,38226,9492,High
5 SERIES,2019,Asia,White,Electric,Manual,3.9,2094,91193,4092,Low
3 SERIES,2023,Europe,Grey,Diesel,Manual,2.7,9668,85759,4549,Low
5 SERIES,2017,North America,Black,Petrol,Manual,3.2,47133,110010,7701,High
5 SERIES,2023,Africa,Silver,Diesel,Manual,1.8,31257,52006,6219,Low
5 SERIES,2023,Africa,White,Petrol,Automatic,2.4,38934,94947,5479,Low
3 SERIES,2024,North America,Black,Electric,Automatic,2.6,122063,56662,8878,High
3 SERIES,2012,Europe,Red,Diesel,Automatic,4.0,138053,87091,381,Low
5 SERIES,2023,North America,Silver,Hybrid,Automatic,4.9,139986,102032,6138,Low
7 SERIES,2019,Asia,Grey,Hybrid,Automatic,3.7,70006,41311,4989,Low
3 SERIES,2011,North America,Silver,Hybrid,Manual,1.9,168933,76009,7518,High
3 SERIES,2018,North America,Grey,Hybrid,Manual,4.0,62701,116403,5711,Low
5 SERIES,2015,Europe,Black,Petrol,Automatic,3.1,112465,57883,2185,Low
3 SERIES,2023,Europe,Silver,Hybrid,Automatic,2.7,199254,101391,3630,Low
3 SERIES,2015,Europe,White,Hybrid,Manual,1.5,50178,95161,1066,Low
3 SERIES,2022,Middle East,Black,Hybrid,Manual,4.3,184446,53091,676,Low
7 SERIES,2011,Asia,Blue,Electric,Automatic,4.7,193455,43856,6024,Low
7 SERIES,2013,Africa,Grey,Electric,Manual,2.5,67778,107093,5597,Low
3 SERIES,2021,Europe,Black,Petrol,Manual,4.7,127099,95321,5689,Low
5 SERIES,2022,Europe,Black,Electric,Automatic,4.2,42924,109952,3103,Low
7 SERIES,2013,South America,Black,Hybrid,Automatic,3.0,95628,89397,4168,Low
5 SERIES,2024,Middle East,White,Diesel,Manual,2.3,124351,52055,3235,Low
3 SERIES,2011,South America,Black,Petrol,Automatic,3.8,40992,62085,861,Low
7 SERIES,2021,Africa,White,Petrol,Manual,2.7,66676,72378,6291,Low
7 SERIES,2016,Asia,Silver,Electric,Automatic,4.2,146509,48592,7208,High
3 SERIES,2024,South America,White,Electric,Automatic,3.5,194683,92425,9451,High
5 SERIES,2012,Africa,Blue,Electric,Manual,2.6,191082,114450,4078,Low
5 SERIES,2022,North America,White,Hybrid,Manual,4.8,162805,84255,6991,Low
7 SERIES,2017,Middle East,Black,Hybrid,Automatic,4.8,69466,82510,3534,Low
7 SERIES,2012,Europe,Red,Diesel,Manual,2.9,9332,35907,7245,High
7 SERIES,2014,Middle East,White,Hybrid,Manual,2.2,29045,111853,656,Low
5 SERIES,2018,South America,Blue,Hybrid,Manual,2.9,112634,35735,1484,Low
7 SERIES,2013,Europe,Silver,Petrol,Automatic,1.8,92455,77448,3347,Low
3 SERIES,2010,Europe,White,Electric,Automatic,2.6,109682,103946,9861,High
5 SERIES,2014,Europe,White,Petrol,Automatic,2.7,157013,36573,8111,High
3 SERIES,2021,Middle East,Red,Hybrid,Manual,4.1,54636,30008,5554,Low
5 SERIES,2013,Africa,Grey,Electric,Automatic,2.3,48376,109258,1871,Low
3 SERIES,2016,South America,Black,Petrol,Automatic,1.8,96087,69680,4714,Low
7 SERIES,2024,North America,Red,Diesel,Automatic,2.5,165497,74759,9799,High
3 SERIES,2016,North America,White,Petrol,Manual,3.0,125193,39062,5241,Low
7 SERIES,2015,North America,Blue,Petrol,Automatic,5.0,130556,87431,3512,Low
7 SERIES,2014,Asia,Grey,Diesel,Manual,1.9,150605,36524,2658,Low
7 SERIES,2022,North America,Grey,Hybrid,Automatic,3.9,32216,51886,2934,Low
3 SERIES,2023,Africa,White,Electric,Automatic,2.3,19307,55911,4241,Low
5 SERIES,2015,Europe,Grey,Diesel,Automatic,1.8,189366,80896,8707,High
5 SERIES,2016,Middle East,Blue,Electric,Manual,2.4,99684,63127,4290,Low
3 SERIES,2010,South America,White,Diesel,Manual,4.1,133584,64453,1564,Low
5 SERIES,2019,South America,Blue,Diesel,Manual,2.4,61002,114525,4641,Low
7 SERIES,2014,Asia,Red,Electric,Manual,4.9,145480,62866,8174,High
7 SERIES,2022,South America,Grey,Hybrid,Manual,4.4,124438,78917,3895,Low
5 SERIES,2013,Middle East,White,Hybrid,Manual,2.9,99123,99716,1828,Low
5 SERIES,2014,Europe,Grey,Diesel,Manual,1.9,197519,38947,3314,Low
5 SERIES,2013,South America,Grey,Electric,Manual,3.0,21966,42639,349,Low
3 SERIES,2021,Asia,Blue,Diesel,Automatic,3.9,185428,111372,5163,Low
7 SERIES,2017,South America,Silver,Hybrid,Automatic,3.2,67513,110132,6008,Low
7 SERIES,2012,South America,White,Diesel,Automatic,2.2,173313,46903,7716,High
3 SERIES,2022,Europe,Red,Hybrid,Manual,3.7,17163,73126,665,Low
3 SERIES,2019,South America,Black,Hybrid,Automatic,5.0,106238,31626,4001,Low
3 SERIES,2010,Middle East,Blue,Diesel,Automatic,3.3,97095,118023,586,Low
7 SERIES,2011,Middle East,Black,Hybrid,Manual,2.6,51816,94764,5220,Low
7 SERIES,2022,South America,Silver,Electric,Manual,3.7,36661,36932,5689,Low
5 SERIES,2019,Middle East,Black,Diesel,Manual,4.2,5976,38511,688,Low
7 SERIES,2021,Asia,Black,Electric,Manual,4.9,63864,114484,8697,High
7 SERIES,2020,North America,Black,Diesel,Manual,1.6,37931,54702,8242,High
5 SERIES,2011,South America,White,Diesel,Manual,4.4,82880,82429,6368,Low
3 SERIES,2015,Asia,Grey,Hybrid,Automatic,4.3,106845,52596,2518,Low
7 SERIES,2010,Europe,Black,Hybrid,Manual,1.7,51243,80187,5249,Low
7 SERIES,2016,Africa,Red,Hybrid,Manual,1.7,147469,40327,8432,High
7 SERIES,2012,North America,Red,Petrol,Automatic,3.7,102271,51400,6148,Low
3 SERIES,2022,North America,Black,Electric,Automatic,2.6,128666,82988,1729,Low
5 SERIES,2016,Europe,Silver,Hybrid,Manual,2.9,57950,91675,6666,Low
5 SERIES,2010,Middle East,Blue,Hybrid,Automatic,4.3,35725,46693,9882,High
7 SERIES,2012,Asia,Red,Electric,Manual,4.2,22532,101652,8853,High
5 SERIES,2017,Middle East,Blue,Petrol,Automatic,1.9,184808,88988,5449,Low
3 SERIES,2013,Africa,White,Electric,Manual,4.7,130047,100262,7895,High
7 SERIES,2019,Asia,Blue,Petrol,Manual,3.9,21752,87570,9405,High
5 SERIES,2023,Middle East,White,Electric,Manual,3.8,146064,84377,4676,Low
5 SERIES,2012,Europe,Grey,Diesel,Automatic,4.6,13712,105172,2922,Low
3 SERIES,2015,Asia,Blue,Electric,Manual,3.2,115738,71009,6191,Low
7 SERIES,2019,Europe,Grey,Hybrid,Manual,1.7,124772,110112,1627,Low
7 SERIES,2024,Africa,Black,Petrol,Automatic,2.0,31840,55649,3189,Low
3 SERIES,2017,South America,White,Diesel,Manual,2.9,164467,31298,3638,Low
3 SERIES,2018,Middle East,Silver,Electric,Automatic,1.9,42617,115779,2319,Low
5 SERIES,2013,Middle East,Blue,Electric,Automatic,2.6,44670,98938,6219,Low
7 SERIES,2018,South America,Grey,Diesel,Automatic,1.7,99746,117821,8755,High
7 SERIES,2016,Europe,Black,Petrol,Automatic,2.6,134183,39070,8958,High
3 SERIES,2017,South America,White,Diesel,Automatic,2.6,120727,59686,1231,Low
3 SERIES,2011,North America,Silver,Diesel,Automatic,3.0,143061,62508,7987,High
3 SERIES,2022,Europe,White,Hybrid,Manual,2.6,84484,73355,7711,High
5 SERIES,2021,Europe,Blue,Petrol,Automatic,3.3,8328,81171,5270,Low
7 SERIES,2019,North America,Black,Electric,Automatic,2.4,158181,73921,5397,Low
5 SERIES,2017,Africa,White,Electric,Automatic,4.3,163425,116496,6468,Low
7 SERIES,2021,Africa,Grey,Diesel,Automatic,4.8,155167,67891,8267,High
5 SERIES,2019,Asia,Silver,Petrol,Automatic,2.0,194692,90775,1512,Low
3 SERIES,2013,Middle East,White,Petrol,Manual,4.5,83942,33567,969,Low
3 SERIES,2014,North America,Red,Hybrid,Automatic,4.6,67949,110293,8940,High
5 SERIES,2012,Africa,Red,Diesel,Automatic,3.2,53871,103374,1598,Low
7 SERIES,2017,Africa,White,Petrol,Manual,2.7,197207,101139,7766,High
3 SERIES,2019,South America,Silver,Hybrid,Automatic,3.5,152806,113411,9591,High
7 SERIES,2023,Europe,Silver,Petrol,Manual,3.1,27492,33638,5881,Low
3 SERIES,2016,Europe,Grey,Electric,Manual,4.3,66025,61366,3909,Low
5 SERIES,2011,South America,Red,Electric,Automatic,1.7,50470,70062,4242,Low
3 SERIES,2023,Europe,Silver,Petrol,Automatic,3.7,45584,92787,6841,Low
5 SERIES,2023,Africa,White,Petrol,Manual,4.3,108562,61733,9919,High
7 SERIES,2016,North America,Black,Electric,Automatic,3.3,72092,111815,2540,Low
3 SERIES,2020,Middle East,Blue,Electric,Manual,4.7,87218,99740,5941,Low
7 SERIES,2018,Middle East,White,Electric,Manual,3.7,169817,50325,9024,High
7 SERIES,2022,South America,Silver,Diesel,Automatic,3.8,113863,48593,317,Low
7 SERIES,2011,North America,Black,Petrol,Manual,3.8,83451,91495,1843,Low
7 SERIES,2024,North America,Black,Electric,Manual,2.9,25242,81129,1199,Low
7 SERIES,2013,Europe,Black,Diesel,Automatic,3.5,123660,62098,9551,High
3 SERIES,2016,South America,Grey,Petrol,Automatic,2.4,187460,56077,1874,Low
3 SERIES,2017,Middle East,Silver,Electric,Automatic,4.1,20313,67000,1192,Low
7 SERIES,2020,Europe,White,Hybrid,Automatic,3.2,71317,66914,1726,Low
3 SERIES,2024,Africa,Blue,Electric,Manual,4.0,70749,89052,1155,Low
7 SERIES,2022,North America,Black,Diesel,Manual,3.4,119812,56768,4142,Low
3 SERIES,2023,Asia,Blue,Hybrid,Automatic,1.7,12983,52716,6673,Low
5 SERIES,2017,Africa,Black,Petrol,Automatic,4.5,56755,42986,7298,High
7 SERIES,2017,North America,Blue,Electric,Manual,4.6,187443,75531,2355,Low
7 SERIES,2014,Europe,Silver,Diesel,Automatic,2.0,176128,34455,1782,Low
5 SERIES,2012,South America,White,Hybrid,Manual,3.7,126765,74185,6118,Low
5 SERIES,2013,Europe,Red,Diesel,Automatic,1.8,101181,61246,7734,High
3 SERIES,2019,Europe,White,Electric,Automatic,3.1,46583,31142,9989,High
7 SERIES,2023,Asia,Red,Diesel,Manual,2.0,170354,103607,6770,Low
5 SERIES,2011,Middle East,Silver,Hybrid,Manual,2.5,159987,108373,7120,High
7 SERIES,2013,Asia,Red,Petrol,Manual,4.6,195079,115535,2201,Low
7 SERIES,2019,Asia,Grey,Hybrid,Manual,1.9,120628,90347,1792,Low
3 SERIES,2019,Asia,White,Hybrid,Automatic,4.7,180809,62605,3135,Low
3 SERIES,2015,Asia,Black,Hybrid,Manual,2.9,123653,52853,5040,Low
7 SERIES,2023,Middle East,Red,Petrol,Manual,4.4,115840,31754,9207,High
3 SERIES,2011,Middle East,Red,Hybrid,Manual,1.6,95923,34241,8456,High
5 SERIES,2018,Middle East,Silver,Petrol,Manual,2.6,54762,116230,8095,High
7 SERIES,2012,North America,Red,Hybrid,Automatic,2.4,189953,99911,1611,Low
5 SERIES,2024,Middle East,Red,Hybrid,Automatic,2.6,195003,115594,3029,Low
7 SERIES,2015,Asia,Blue,Petrol,Manual,3.2,117341,48117,5304,Low
5 SERIES,2013,Middle East,Silver,Electric,Manual,4.7,89068,115354,2157,Low
3 SERIES,2014,Europe,Blue,Hybrid,Manual,2.6,109142,45808,7007,High
3 SERIES,2015,South America,White,Diesel,Automatic,4.3,46104,31718,6664,Low
7 SERIES,2014,Asia,Grey,Diesel,Automatic,2.4,120273,71155,1960,Low
3 SERIES,2015,South America,White,Hybrid,Manual,4.3,71218,43554,981,Low
7 SERIES,2021,South America,Grey,Diesel,Automatic,1.6,80730,106795,5813,Low
7 SERIES,2022,Europe,Black,Diesel,Automatic,2.4,54199,56756,2124,Low
5 SERIES,2013,North America,White,Diesel,Manual,4.8,31335,92179,736,Low
3 SERIES,2019,Asia,Grey,Electric,Manual,4.9,2781,107966,5553,Low
3 SERIES,2017,North America,Silver,Hybrid,Automatic,2.6,47294,46436,6672,Low
3 SERIES,2023,Middle East,Blue,Hybrid,Manual,2.6,140779,49229,4941,Low
3 SERIES,2021,Africa,Grey,Petrol,Manual,3.4,94267,100560,373,Low
5 SERIES,2021,Middle East,Red,Petrol,Manual,3.1,93217,80212,7769,High
7 SERIES,2023,Africa,Red,Hybrid,Automatic,3.3,81021,71368,7515,High
7 SERIES,2012,Europe,Black,Electric,Manual,2.5,194140,118326,8700,High
5 SERIES,2015,Asia,Grey,Electric,Manual,2.7,41983,48064,4445,Low
5 SERIES,2019,Asia,Blue,Hybrid,Manual,3.8,115227,79059,6762,Low
3 SERIES,2013,Asia,Black,Hybrid,Manual,4.4,46238,45302,1490,Low
3 SERIES,2023,Middle East,Silver,Hybrid,Manual,2.2,139285,68684,3343,Low
7 SERIES,2016,North America,Silver,Electric,Automatic,4.0,167960,95938,3166,Low
3 SERIES,2011,Europe,Red,Electric,Manual,2.8,51744,115390,475,Low
3 SERIES,2024,North America,Red,Hybrid,Automatic,1.9,63075,88196,725,Low
5 SERIES,2013,South America,Red,Electric,Manual,2.2,108469,72645,8771,High
7 SERIES,2024,Middle East,White,Electric,Manual,3.0,199991,35172,2178,Low
3 SERIES,2010,Africa,Grey,Diesel,Manual,3.0,171209,32861,9975,High
7 SERIES,2013,Middle East,Red,Hybrid,Manual,1.9,11150,62265,9801,High
7 SERIES,2024,Europe,White,Petrol,Automatic,4.6,47329,40565,4530,Low
3 SERIES,2020,Europe,Black,Petrol,Automatic,5.0,70573,115794,7649,High
3 SERIES,2024,Asia,Silver,Hybrid,Manual,2.3,196021,74976,6377,Low
7 SERIES,2021,Africa,White,Electric,Manual,2.2,175557,75642,3935,Low
3 SERIES,2020,Europe,Red,Electric,Manual,4.7,123699,79859,9862,High
7 SERIES,2016,North America,White,Electric,Automatic,3.8,191402,106552,3851,Low
3 SERIES,2019,Africa,Black,Electric,Manual,3.4,191858,44695,1960,Low
7 SERIES,2022,North America,Blue,Hybrid,Manual,4.4,74108,110981,6215,Low
5 SERIES,2011,North America,Grey,Hybrid,Automatic,3.7,134389,37465,1138,Low
5 SERIES,2023,South America,Silver,Electric,Automatic,4.5,55678,67878,5840,Low
3 SERIES,2010,South America,Blue,Electric,Automatic,3.6,47464,108728,6431,Low
5 SERIES,2012,Middle East,Black,Diesel,Manual,4.8,151995,77985,4717,Low
