Model,Year,Region,Color,Fuel_Type,Transmission,Engine_Size_L,Mileage_KM,Price_USD,Sales_Volume,Sales_Classification
M3,2011,Asia,Red,Diesel,Automatic,4.1,147546,91385,9362,High
I3,2010,Africa,White,Petrol,Manual,2.8,3,93933,5336,Low
5 SERIES,2014,North America,Red,Petrol,Manual,4.4,74142,92587,3479,Low
5 SERIES,2011,Europe,Red,Petrol,Automatic,3.8,107131,88809,2813,Low
5 SERIES,2011,Africa,Silver,Petrol,Manual,5.0,169168,62812,8904,High
7 SERIES,2013,Africa,White,Electric,Manual,2.7,22211,45011,635,Low
7 SERIES,2010,Middle East,Silver,Diesel,Automatic,4.4,163948,117279,8161,High
7 SERIES,2010,Middle East,Black,Hybrid,Manual,2.4,169065,56191,4726,Low
X6,2013,Africa,Blue,Electric,Automatic,1.5,69692,37272,6889,Low
M5,2011,Asia,Red,Electric,Manual,4.3,61812,81136,3492,Low
3 SERIES,2014,South America,Red,Electric,Automatic,4.7,55563,96832,811,Low
X6,2013,South America,Blue,Electric,Automatic,2.4,120260,102095,9257,High
X1,2014,North America,Red,Electric,Manual,1.7,61206,100631,3292,Low
I8,2014,Africa,Red,Petrol,Automatic,5.0,137995,110829,6749,Low
5 SERIES,2011,Middle East,Grey,Hybrid,Manual,4.2,101734,58888,5947,Low
X5,2014,Europe,Silver,Diesel,Automatic,4.4,123215,117059,4317,Low
I8,2012,North America,Black,Hybrid,Manual,3.7,175365,75922,2395,Low
I3,2013,Africa,Red,Diesel,Automatic,3.8,71064,72037,7348,High
X3,2011,Asia,Silver,Petrol,Manual,2.9,194663,74392,5868,Low
5 SERIES,2012,Middle East,Grey,Hybrid,Automatic,4.6,137858,115695,7741,High
I8,2010,Africa,Silver,Diesel,Manual,2.9,140166,82098,3095,Low
X1,2010,North America,Black,Petrol,Automatic,3.3,191875,80132,6951,Low
M5,2012,Asia,Silver,Petrol,Manual,3.9,192673,54606,7619,High
M5,2013,South America,White,Petrol,Manual,2.9,81733,70464,7282,High
M3,2013,Middle East,Grey,Petrol,Automatic,3.8,116948,45281,6821,Low
X6,2014,Europe,Silver,Diesel,Automatic,2.4,108971,41730,3469,Low
I8,2012,South America,White,Petrol,Manual,2.2,49577,72783,8822,High
I3,2012,Asia,White,Electric,Automatic,1.6,101939,58361,4624,Low
X6,2010,North America,Blue,Petrol,Manual,3.6,140739,83826,9134,High
7 SERIES,2010,Middle East,Blue,Hybrid,Automatic,3.8,150497,117906,3128,Low
X5,2011,North America,Silver,Hybrid,Automatic,2.1,185478,37826,8987,High
7 SERIES,2013,North America,Grey,Diesel,Manual,3.3,161981,82426,8896,High
3 SERIES,2013,Europe,White,Hybrid,Automatic,1.6,85425,81530,6873,Low
X6,2014,Africa,Black,Electric,Manual,2.7,94119,51986,2259,Low
I3,2011,Middle East,Black,Electric,Manual,2.0,193144,106060,5253,Low
7 SERIES,2013,Europe,Blue,Diesel,Manual,2.3,30469,78761,9208,High
M3,2010,Africa,Blue,Diesel,Manual,3.4,10970,103103,1173,Low
X5,2011,Europe,White,Petrol,Automatic,4.8,71615,49936,7034,High
X1,2010,Middle East,White,Hybrid,Manual,2.5,7522,117842,6616,Low
7 SERIES,2013,Europe,Black,Hybrid,Manual,1.8,13188,89887,7480,High
I3,2013,South America,Red,Diesel,Manual,3.5,136619,111390,8554,High
I3,2014,Europe,Black,Electric,Automatic,3.6,167465,38486,5969,Low
5 SERIES,2010,South America,Blue,Diesel,Automatic,4.4,23313,45412,9343,High
I3,2010,Europe,White,Diesel,Automatic,3.0,11426,59816,9570,High
X3,2011,Europe,Black,Hybrid,Manual,4.7,107438,78434,1969,Low
7 SERIES,2013,Africa,Silver,Hybrid,Automatic,2.1,180452,98879,615,Low
3 SERIES,2014,North America,Black,Hybrid,Automatic,1.9,11632,71542,6549,Low
I3,2012,Europe,Silver,Petrol,Automatic,3.5,96726,107319,2916,Low
3 SERIES,2014,Africa,Grey,Hybrid,Manual,3.8,164210,85483,8326,High
X5,2012,North America,Black,Hybrid,Manual,3.3,16485,65466,6904,Low
7 SERIES,2012,North America,Grey,Hybrid,Manual,1.9,104966,54988,4410,Low
I8,2012,Asia,Red,Diesel,Automatic,2.0,111407,115808,2650,Low
I3,2014,South America,Grey,Petrol,Automatic,4.3,49630,41635,2559,Low
3 SERIES,2014,Middle East,Blue,Electric,Manual,2.3,7626,42722,7654,High
I8,2013,Europe,White,Hybrid,Manual,3.1,186030,86569,6689,Low
I3,2013,South America,Grey,Petrol,Manual,1.9,26022,31875,8390,High
X6,2011,Africa,Blue,Electric,Automatic,3.0,149859,90841,9415,High
X1,2013,Africa,White,Diesel,Manual,3.1,170737,66267,9772,High
X3,2012,South America,Red,Hybrid,Automatic,2.1,161793,87329,4602,Low
5 SERIES,2013,Europe,White,Electric,Manual,3.5,168280,87848,4297,Low
3 SERIES,2012,Africa,Black,Diesel,Automatic,2.7,114255,52091,6061,Low
M3,2014,Africa,Grey,Hybrid,Manual,3.9,51406,92745,5009,Low
I8,2010,Middle East,White,Diesel,Manual,4.3,108015,45367,5676,Low
3 SERIES,2012,South America,White,Electric,Manual,2.5,118167,73314,7720,High
X3,2013,Europe,Red,Electric,Automatic,4.2,177553,69893,5393,Low
7 SERIES,2011,South America,Grey,Electric,Automatic,2.2,47633,30665,6014,Low
M3,2013,Asia,White,Petrol,Automatic,4.9,28605,115240,6631,Low
X1,2012,Africa,White,Hybrid,Automatic,2.9,120980,81930,6256,Low
X1,2011,South America,Red,Electric,Manual,2.3,26794,45164,6236,Low
7 SERIES,2010,North America,Blue,Hybrid,Automatic,3.8,19769,56114,1311,Low
X3,2014,Middle East,Silver,Hybrid,Automatic,3.5,118067,38896,3286,Low
3 SERIES,2013,Asia,Grey,Petrol,Manual,3.3,58142,110216,8287,High
M3,2014,Asia,White,Diesel,Automatic,2.4,23762,117607,9775,High
X1,2014,North America,Black,Diesel,Automatic,4.4,118245,81522,2278,Low
I8,2014,North America,Black,Diesel,Manual,2.5,136665,90442,4640,Low
X3,2014,North America,Red,Electric,Manual,2.9,119285,71637,896,Low
X1,2013,North America,Blue,Electric,Manual,4.7,70106,76180,559,Low
M5,2012,South America,Silver,Electric,Manual,2.8,172238,74449,9180,High
X6,2012,Middle East,Red,Diesel,Automatic,3.6,181731,38379,8537,High
I3,2013,Middle East,Silver,Hybrid,Automatic,3.1,48929,86464,6705,Low
3 SERIES,2012,Middle East,Black,Electric,Manual,4.4,75519,48931,2336,Low
5 SERIES,2013,Asia,Red,Diesel,Manual,2.5,77429,83507,5237,Low
7 SERIES,2014,North America,Silver,Hybrid,Automatic,2.9,26711,47296,4980,Low
M3,2011,South America,Grey,Diesel,Manual,4.5,47184,49781,3116,Low
X5,2014,Europe,Silver,Hybrid,Automatic,1.7,36005,52561,7461,High
X1,2012,Asia,Silver,Diesel,Manual,4.2,164806,91084,7431,High
X6,2013,Asia,Grey,Electric,Automatic,4.7,120180,69454,7812,High
X5,2014,Europe,White,Petrol,Automatic,1.6,157484,49223,470,Low
X3,2014,North America,Blue,Diesel,Automatic,3.6,84912,35769,391,Low
I3,2010,Europe,Black,Diesel,Manual,3.3,90618,114959,1672,Low
5 SERIES,2011,Europe,Silver,Petrol,Automatic,1.8,55833,100475,2335,Low
M3,2010,North America,Black,Electric,Manual,2.2,20603,41377,6749,Low
X5,2010,Europe,Grey,Electric,Automatic,1.7,196585,56155,317,Low
7 SERIES,2013,Middle East,Grey,Hybrid,Manual,4.9,99227,51844,6026,Low
I3,2013,Europe,Blue,Diesel,Automatic,2.1,90571,36181,5503,Low
I3,2014,Middle East,Silver,Petrol,Automatic,2.3,71058,68326,2752,Low
X5,2014,Middle East,Grey,Petrol,Automatic,2.6,107603,82442,979,Low
M5,2010,Europe,Black,Petrol,Manual,3.6,151214,58789,1669,Low
M5,2010,South America,Silver,Diesel,Automatic,3.6,56147,83572,9871,High
X1,2012,Africa,Blue,Diesel,Manual,4.4,123345,77515,9692,High
M3,2013,Europe,Black,Electric,Manual,4.1,11604,75506,2757,Low
M5,2010,North America,Black,Petrol,Automatic,2.0,52190,87007,1386,Low
5 SERIES,2011,North America,Grey,Electric,Automatic,1.9,43108,100057,6199,Low
I3,2010,Europe,Red,Diesel,Manual,3.6,185197,66940,992,Low
X1,2010,North America,Silver,Diesel,Manual,1.7,19434,112906,5684,Low
M3,2011,South America,Blue,Hybrid,Automatic,3.8,36318,112420,4489,Low
M3,2013,Europe,Silver,Hybrid,Manual,1.5,192227,30922,3408,Low
M5,2013,North America,Blue,Diesel,Automatic,2.4,145578,72943,8237,High
I3,2014,Europe,Blue,Hybrid,Automatic,1.5,111600,94323,2918,Low
X3,2012,Africa,Blue,Hybrid,Manual,4.0,146176,51050,826,Low
X6,2010,Africa,Black,Petrol,Automatic,3.1,26317,103993,673,Low
X1,2010,Africa,White,Electric,Automatic,4.1,26199,33186,1156,Low
7 SERIES,2010,Africa,Red,Petrol,Manual,3.4,87304,105840,3071,Low
3 SERIES,2010,Africa,Grey,Diesel,Manual,3.4,173304,90344,171,Low
X6,2012,South America,Grey,Hybrid,Manual,3.1,43818,34024,836,Low
X3,2013,Africa,Silver,Hybrid,Automatic,2.5,41514,49331,1384,Low
X6,2013,Africa,Black,Petrol,Manual,1.5,120542,64687,9439,High
5 SERIES,2011,Middle East,Black,Diesel,Manual,4.7,177310,36311,2981,Low
M5,2010,North America,Black,Petrol,Automatic,3.9,3546,87372,3366,Low
X3,2012,Asia,White,Diesel,Automatic,3.9,11752,45404,6339,Low
M3,2013,Asia,White,Petrol,Automatic,3.9,37079,115373,8233,High
I3,2012,South America,Red,Diesel,Manual,4.9,74827,49664,5055,Low
I8,2010,South America,Silver,Electric,Automatic,4.5,73371,43545,4769,Low
I3,2011,North America,White,Electric,Manual,4.7,194419,60954,6618,Low
X3,2013,Asia,White,Diesel,Manual,2.0,4976,78463,5395,Low
3 SERIES,2012,North America,Grey,Diesel,Manual,4.0,115848,80160,6558,Low
3 SERIES,2010,North America,Silver,Diesel,Manual,2.1,163796,43735,6683,Low
M5,2010,South America,Red,Hybrid,Manual,2.8,5469,77880,5764,Low
X6,2012,Asia,Grey,Hybrid,Manual,3.6,99743,53153,3560,Low
X6,2014,North America,Silver,Electric,Automatic,1.8,93465,96200,2988,Low
X6,2010,North America,Black,Diesel,Manual,4.5,100055,89674,3260,Low
I3,2014,North America,Red,Diesel,Manual,3.6,169512,119908,4938,Low
X1,2012,North America,Red,Diesel,Manual,4.9,149091,54025,5841,Low
5 SERIES,2012,Middle East,Black,Petrol,Manual,4.5,27654,47719,351,Low
3 SERIES,2013,Middle East,Grey,Electric,Manual,2.5,78803,98553,6228,Low
X5,2013,South America,Grey,Hybrid,Manual,3.9,63606,53932,5950,Low
X3,2011,Africa,Grey,Electric,Manual,2.0,16648,77434,2914,Low
X5,2012,North America,White,Petrol,Automatic,3.3,50644,30672,8201,High
M5,2014,North America,Silver,Petrol,Automatic,4.1,85596,48908,9698,High
M5,2012,Asia,Silver,Diesel,Automatic,2.8,27859,96496,8970,High
X1,2011,Asia,Silver,Electric,Automatic,4.5,190168,47474,9227,High
7 SERIES,2012,Middle East,Black,Diesel,Automatic,3.1,96884,65069,998,Low
X1,2012,South America,Silver,Petrol,Manual,1.8,98892,80664,5000,Low
5 SERIES,2011,Asia,Silver,Diesel,Manual,2.4,73375,115838,871,Low
7 SERIES,2013,South America,White,Petrol,Manual,2.3,60696,88936,9743,High
X6,2010,Africa,Blue,Hybrid,Automatic,3.5,1698,93855,5399,Low
X5,2010,Asia,Grey,Petrol,Manual,1.9,25139,46641,7858,High
X6,2014,North America,Silver,Hybrid,Manual,3.6,17291,58532,4615,Low
I8,2014,North America,White,Diesel,Manual,3.7,55282,41002,1133,Low
5 SERIES,2010,South America,Blue,Petrol,Automatic,2.3,8276,51835,5101,Low
X6,2010,North America,Black,Electric,Automatic,3.3,144720,73461,8274,High
3 SERIES,2014,Europe,Silver,Diesel,Automatic,2.3,132675,103024,1006,Low
X1,2014,Europe,Grey,Petrol,Automatic,3.1,10183,119961,5108,Low
7 SERIES,2010,North America,Red,Electric,Manual,2.7,162600,32691,1680,Low
X5,2011,Asia,Grey,Petrol,Automatic,1.7,40604,71453,1609,Low
X3,2012,South America,Grey,Electric,Manual,3.1,163088,76973,5389,Low
M3,2014,South America,Grey,Electric,Automatic,4.3,91559,39371,8120,High
M3,2011,Asia,Grey,Petrol,Automatic,1.8,32647,115950,451,Low
X5,2013,Middle East,Red,Diesel,Automatic,2.3,143015,45342,2732,Low
X5,2010,Africa,White,Petrol,Manual,3.2,199804,50630,7895,High
5 SERIES,2013,Europe,Silver,Electric,Automatic,2.3,141006,86202,6139,Low
M5,2012,Africa,White,Hybrid,Automatic,4.2,53441,31998,605,Low
7 SERIES,2013,North America,Red,Hybrid,Manual,4.5,89335,40906,2820,Low
I8,2011,Middle East,Grey,Hybrid,Automatic,3.5,197441,31623,6796,Low
I8,2010,Africa,Grey,Hybrid,Manual,4.3,71178,62149,8478,High
X6,2011,Middle East,Blue,Petrol,Automatic,3.8,83663,79837,3643,Low
I8,2014,North America,Blue,Diesel,Manual,3.7,88166,108139,7641,High
3 SERIES,2014,South America,White,Electric,Automatic,2.5,126691,76450,7499,High
X3,2011,Europe,Silver,Petrol,Manual,2.5,130313,105154,4852,Low
I8,2013,Asia,Red,Hybrid,Automatic,4.9,89335,51667,3604,Low
X6,2010,South America,Red,Electric,Manual,2.3,23453,68540,5787,Low
X6,2010,Middle East,Red,Hybrid,Manual,1.6,198921,41593,6246,Low
M5,2012,Asia,Blue,Diesel,Manual,2.3,163590,95084,3969,Low
3 SERIES,2011,Asia,Black,Diesel,Manual,2.3,79379,44109,811,Low
7 SERIES,2012,South America,Grey,Electric,Automatic,4.3,161109,110249,3260,Low
3 SERIES,2011,Asia,Black,Hybrid,Automatic,3.8,83709,107018,3973,Low
M5,2013,Europe,White,Electric,Manual,3.2,99750,30453,6281,Low
X3,2013,Africa,Red,Diesel,Manual,2.3,21787,68000,4883,Low
3 SERIES,2012,Africa,Red,Hybrid,Automatic,1.9,117523,55081,1601,Low
X1,2013,South America,White,Diesel,Manual,2.5,109790,118186,4783,Low
I3,2012,Asia,Grey,Diesel,Manual,4.1,81587,64061,5991,Low
X5,2011,South America,Silver,Petrol,Automatic,4.4,75939,48907,9686,High
X5,2014,Europe,Grey,Petrol,Manual,2.6,113940,38905,6900,Low
5 SERIES,2011,Middle East,Red,Hybrid,Automatic,2.9,151588,90486,3564,Low
I3,2012,North America,Red,Electric,Automatic,3.3,118121,56507,9192,High
3 SERIES,2010,South America,Black,Diesel,Automatic,4.2,4856,71488,9028,High
X1,2013,North America,Black,Petrol,Manual,2.3,67855,36647,9973,High
X3,2011,North America,Red,Hybrid,Automatic,3.4,185427,71245,9327,High
I3,2013,North America,Red,Electric,Manual,1.7,75283,91824,3311,Low
3 SERIES,2010,Middle East,Black,Diesel,Manual,3.9,93771,87106,177,Low
X3,2012,North America,Black,Petrol,Manual,2.5,66796,93797,7291,High
5 SERIES,2014,North America,Red,Hybrid,Automatic,1.5,53699,30408,9769,High
3 SERIES,2012,North America,Red,Diesel,Manual,4.5,150606,65777,7445,High
3 SERIES,2014,North America,Red,Hybrid,Manual,2.6,58698,86245,1031,Low
M3,2013,Europe,Grey,Hybrid,Automatic,2.6,83690,96235,2765,Low
X1,2011,Asia,White,Hybrid,Manual,2.9,132017,50990,1202,Low
X3,2010,Africa,Silver,Hybrid,Manual,3.7,50879,50182,6749,Low
3 SERIES,2010,Africa,White,Hybrid,Automatic,3.8,144439,30759,2865,Low
M3,2013,Asia,Black,Petrol,Automatic,3.7,129380,82715,8399,High
X3,2010,North America,Black,Petrol,Manual,2.9,107389,75262,9696,High
7 SERIES,2013,North America,White,Petrol,Automatic,4.2,115256,88907,3312,Low
I3,2012,Asia,Silver,Hybrid,Manual,4.2,190174,90457,3666,Low
X6,2010,South America,White,Diesel,Manual,2.4,104,79623,2504,Low
X3,2013,Europe,Red,Diesel,Manual,3.6,28625,97307,1414,Low
M3,2010,Europe,Blue,Hybrid,Automatic,5.0,182913,115913,4460,Low
X5,2011,Asia,Grey,Electric,Manual,3.4,156865,35076,2444,Low
X6,2011,Africa,White,Hybrid,Manual,4.9,102647,54677,4605,Low
M3,2012,Africa,White,Electric,Automatic,4.7,1633,115283,2903,Low
3 SERIES,2013,South America,White,Electric,Manual,3.9,73764,105262,8569,High
7 SERIES,2014,Europe,Grey,Hybrid,Automatic,2.2,154250,118649,6953,Low
X1,2013,South America,Black,Petrol,Manual,1.6,82798,56704,7413,High
I3,2012,North America,Blue,Diesel,Manual,1.5,99043,85169,2607,Low
7 SERIES,2010,Europe,Blue,Hybrid,Automatic,3.0,121533,77349,6356,Low
I3,2011,North America,Grey,Hybrid,Automatic,4.8,181374,46722,3600,Low
X6,2013,South America,Blue,Diesel,Manual,4.1,56397,70111,3757,Low
X6,2010,South America,Black,Hybrid,Automatic,2.4,102587,80347,9708,High
X3,2014,North America,Silver,Electric,Manual,1.8,135758,107106,7978,High
M5,2013,South America,Silver,Electric,Manual,4.5,149989,56379,3082,Low
3 SERIES,2010,Africa,Red,Hybrid,Manual,1.6,112071,95119,518,Low
X6,2014,Europe,Silver,Hybrid,Manual,3.2,94031,78884,5399,Low
I8,2011,North America,White,Petrol,Manual,3.5,80617,72211,8094,High
I3,2011,Europe,White,Diesel,Automatic,4.3,4514,112370,5659,Low
X1,2012,North America,Silver,Electric,Manual,2.7,112033,56084,9188,High
I8,2010,Europe,Grey,Petrol,Manual,4.8,35131,38410,7102,High
I8,2011,Africa,Silver,Electric,Automatic,2.0,11049,30778,7167,High
7 SERIES,2011,Africa,Silver,Diesel,Manual,2.3,186241,116871,5454,Low
X5,2012,South America,Red,Hybrid,Automatic,4.9,53892,110435,4368,Low
I8,2013,Asia,White,Hybrid,Manual,3.9,2247,51103,3292,Low
X6,2012,Europe,Blue,Petrol,Manual,2.1,54816,82590,4172,Low
I3,2010,Europe,Grey,Hybrid,Manual,4.0,68881,31605,7614,High
M5,2012,South America,Silver,Electric,Manual,2.1,198768,91790,4021,Low
3 SERIES,2010,Asia,Silver,Diesel,Manual,4.5,75748,32720,1294,Low
M3,2010,Asia,Black,Hybrid,Manual,2.5,72280,90703,2037,Low
I3,2010,South America,Silver,Hybrid,Manual,1.7,22149,51736,1718,Low
X6,2014,South America,Blue,Hybrid,Manual,2.1,31443,47943,4465,Low
5 SERIES,2011,South America,Blue,Diesel,Automatic,3.1,42856,114384,4941,Low
X1,2014,Africa,Grey,Diesel,Manual,3.5,1664,89253,3398,Low
X3,2011,North America,White,Petrol,Manual,2.1,89858,46840,7786,High
X5,2013,Europe,Black,Hybrid,Automatic,3.7,5004,99286,6691,Low
I8,2011,Europe,Silver,Electric,Manual,3.9,32733,73782,7481,High
7 SERIES,2014,Asia,Grey,Electric,Automatic,2.6,64075,117103,1912,Low
5 SERIES,2011,Europe,Black,Petrol,Manual,2.4,37148,50417,4784,Low
X6,2011,North America,Grey,Electric,Manual,3.1,193770,50762,7037,High
I8,2013,North America,Black,Petrol,Automatic,3.0,97780,58529,6914,Low
5 SERIES,2013,North America,Red,Diesel,Manual,3.6,28221,71042,9503,High
3 SERIES,2010,South America,Grey,Petrol,Automatic,4.5,33108,119046,7798,High
7 SERIES,2012,South America,Silver,Petrol,Automatic,3.7,10023,78736,5624,Low
M3,2011,Middle East,Blue,Electric,Manual,3.5,147010,62275,8308,High
X1,2010,Asia,Grey,Petrol,Manual,2.9,115593,66860,1242,Low
I8,2014,South America,Blue,Hybrid,Automatic,3.0,187742,41041,3900,Low
M3,2014,Europe,Silver,Hybrid,Manual,3.3,135195,69699,3297,Low
X1,2010,Africa,Grey,Hybrid,Automatic,4.0,38746,76118,2685,Low
I8,2014,Middle East,Black,Petrol,Manual,2.3,135562,73628,8953,High
7 SERIES,2011,North America,Blue,Hybrid,Automatic,4.2,144084,64491,870,Low
X5,2012,Europe,Silver,Petrol,Automatic,1.7,173304,31021,548,Low
I3,2013,Europe,Red,Petrol,Automatic,4.4,197577,52460,2740,Low
X5,2012,Middle East,Black,Hybrid,Automatic,3.0,108470,41726,9472,High
X6,2012,North America,White,Diesel,Manual,4.7,44675,97414,3039,Low
X5,2013,Europe,Silver,Diesel,Manual,5.0,99972,71390,3401,Low
X5,2014,Asia,Blue,Diesel,Automatic,4.2,149758,95210,2797,Low
I8,2010,Middle East,Grey,Electric,Manual,3.8,134351,95044,4960,Low
3 SERIES,2013,Middle East,White,Diesel,Manual,2.9,139666,90799,352,Low
I3,2014,Asia,White,Hybrid,Automatic,2.9,24244,84754,3207,Low
M3,2013,Middle East,Black,Petrol,Manual,4.3,160444,56122,1728,Low
X1,2014,North America,Blue,Hybrid,Manual,3.5,193938,78249,7236,High
X5,2013,South America,Silver,Electric,Automatic,2.9,167450,94133,3802,Low
5 SERIES,2010,Middle East,Red,Electric,Manual,1.8,103745,69853,7319,High
3 SERIES,2010,Africa,Red,Electric,Manual,1.7,43678,115190,5851,Low
7 SERIES,2010,North America,Grey,Diesel,Automatic,3.7,151351,102258,2853,Low
X6,2014,North America,Black,Diesel,Manual,3.0,186719,106329,6771,Low
M5,2012,Europe,Black,Electric,Manual,1.6,124800,103301,3685,Low
X3,2012,Europe,Black,Electric,Automatic,2.3,179762,50411,1290,Low
X1,2014,North America,Black,Electric,Automatic,4.5,145314,96373,2807,Low
X1,2010,Africa,Grey,Hybrid,Automatic,4.4,44826,54781,3084,Low
X3,2012,Asia,Red,Petrol,Manual,2.2,129161,107199,9029,High
I3,2014,Asia,Black,Petrol,Manual,3.8,128707,54686,7147,High
X5,2013,South America,White,Petrol,Manual,4.3,64663,49500,6725,Low
X3,2010,Africa,Silver,Diesel,Automatic,3.7,179360,45242,8330,High
X3,2014,Africa,White,Petrol,Manual,2.2,199690,33716,3128,Low
3 SERIES,2011,Europe,White,Petrol,Automatic,3.6,19907,43150,1531,Low
X6,2014,North America,Grey,Petrol,Manual,1.8,24065,60014,3861,Low
5 SERIES,2011,North America,Red,Diesel,Automatic,2.0,199012,78730,4240,Low
5 SERIES,2010,Middle East,Silver,Electric,Manual,4.3,1473,58733,6349,Low
M3,2010,Middle East,Red,Petrol,Automatic,3.8,107435,59832,1122,Low
X5,2012,Middle East,Black,Hybrid,Manual,4.1,146,94384,6460,Low
5 SERIES,2012,Europe,Red,Petrol,Automatic,3.7,31404,46576,5761,Low
3 SERIES,2013,Asia,White,Electric,Manual,2.8,24832,78662,3257,Low
I3,2011,Asia,Silver,Diesel,Manual,3.7,142515,60072,5705,Low
5 SERIES,2012,Middle East,Red,Petrol,Automatic,3.8,31503,46238,8073,High
M3,2010,Europe,Black,Electric,Automatic,2.2,189096,64415,2755,Low
X5,2010,Middle East,Silver,Diesel,Manual,4.3,191652,45513,5904,Low
X3,2012,South America,Black,Diesel,Automatic,2.1,61332,114568,9529,High
X5,2012,Africa,Silver,Diesel,Manual,2.7,14890,102463,3212,Low
X6,2010,Middle East,Silver,Hybrid,Automatic,4.4,192544,50654,624,Low
M5,2011,Europe,Blue,Petrol,Manual,2.0,193158,82541,6150,Low
3 SERIES,2011,North America,Grey,Electric,Automatic,2.0,72055,39548,4288,Low
5 SERIES,2012,Africa,Red,Petrol,Automatic,4.9,173583,31226,5446,Low
5 SERIES,2010,Europe,Black,Diesel,Automatic,2.0,3586,95361,7283,High
X6,2011,Europe,White,Diesel,Automatic,3.2,135517,50446,8033,High
X1,2010,Africa,Black,Diesel,Automatic,3.6,150005,107010,4707,Low
M5,2014,Africa,Grey,Petrol,Manual,3.1,194384,35781,1223,Low
7 SERIES,2010,Middle East,Red,Electric,Manual,4.4,46499,98465,2506,Low
I3,2014,Europe,Red,Diesel,Manual,2.7,150299,50668,7518,High
X1,2010,Middle East,Silver,Diesel,Manual,1.6,165542,66839,229,Low
X5,2012,Africa,White,Hybrid,Manual,3.8,94698,111798,7793,High
X5,2010,Middle East,Black,Diesel,Manual,4.0,97453,111238,1469,Low
3 SERIES,2014,Middle East,Red,Petrol,Manual,4.6,155582,66129,6901,Low
M5,2010,North America,White,Hybrid,Automatic,3.3,2927,46063,8729,High
7 SERIES,2010,Africa,Silver,Electric,Automatic,3.4,39793,82019,8734,High
3 SERIES,2010,Middle East,Blue,Hybrid,Automatic,2.6,6739,48250,9640,High
X6,2012,Europe,Black,Hybrid,Manual,4.8,116181,30991,2937,Low
I8,2014,Asia,Silver,Diesel,Manual,5.0,158870,115574,8287,High
X6,2010,Africa,White,Electric,Manual,2.7,183981,68456,5058,Low
I8,2012,Asia,White,Diesel,Automatic,4.8,81324,39448,6640,Low
X5,2012,Africa,Red,Hybrid,Manual,4.0,105078,100396,1062,Low
X1,2012,Middle East,Red,Hybrid,Manual,2.6,194493,104766,2682,Low
M5,2012,Europe,White,Diesel,Automatic,2.1,68711,60448,2152,Low
7 SERIES,2011,Europe,Black,Hybrid,Manual,1.9,48629,71858,7407,High
M3,2012,Middle East,Black,Diesel,Manual,4.5,10897,117288,7710,High
X5,2014,Europe,Red,Electric,Automatic,1.9,159463,30758,748,Low
I8,2011,Europe,Red,Hybrid,Manual,4.8,134861,85834,3092,Low
X3,2012,South America,Blue,Hybrid,Manual,4.1,727,112704,5635,Low
X1,2011,Africa,Silver,Petrol,Manual,2.0,199161,62480,8503,High
X3,2013,Europe,White,Diesel,Manual,3.2,104313,66654,7568,High
I3,2013,Middle East,Blue,Petrol,Manual,2.7,104003,34177,2388,Low
3 SERIES,2010,Africa,Grey,Diesel,Manual,2.8,2911,42067,6376,Low
X5,2011,Middle East,Black,Electric,Manual,3.8,126184,89830,3613,Low
5 SERIES,2011,North America,Red,Petrol,Manual,3.3,34829,54914,5454,Low
X3,2013,South America,Blue,Hybrid,Manual,2.4,69377,56919,6187,Low
X6,2012,Africa,Grey,Electric,Automatic,4.4,10459,53980,5703,Low
3 SERIES,2012,Middle East,Black,Petrol,Automatic,3.9,51084,110622,4536,Low
X6,2012,South America,Red,Electric,Manual,3.1,104696,113919,862,Low
X6,2013,Africa,White,Hybrid,Automatic,4.9,124424,33908,904,Low
X1,2013,Asia,White,Petrol,Automatic,4.0,183009,101208,1781,Low
M3,2011,Africa,Grey,Diesel,Manual,3.6,12451,103537,4593,Low
M5,2010,Asia,Grey,Diesel,Automatic,4.2,15033,106640,8028,High
M5,2011,Africa,Grey,Hybrid,Manual,4.0,28495,112331,9333,High
M5,2013,South America,Red,Electric,Manual,4.8,129031,111702,1509,Low
X5,2014,Middle East,Silver,Electric,Automatic,3.7,94815,39118,6188,Low
I3,2013,Europe,White,Petrol,Automatic,4.2,190495,85951,3813,Low
5 SERIES,2010,North America,Grey,Diesel,Automatic,3.0,56103,93529,2913,Low
X1,2012,North America,White,Electric,Manual,5.0,64357,88417,2853,Low
3 SERIES,2014,Europe,White,Diesel,Manual,4.2,46012,88591,4139,Low
5 SERIES,2012,North America,Silver,Petrol,Automatic,3.5,91367,63106,6869,Low
I3,2010,North America,Grey,Diesel,Automatic,3.5,183956,67063,4323,Low
X3,2012,Middle East,Silver,Electric,Manual,1.7,15374,87771,1619,Low
7 SERIES,2014,Middle East,Silver,Hybrid,Manual,4.6,155028,71195,9381,High
M5,2013,Asia,Blue,Electric,Manual,3.7,65938,60958,6710,Low
X6,2014,North America,Black,Hybrid,Automatic,3.5,69255,80946,6077,Low
X6,2014,Asia,Black,Hybrid,Automatic,3.3,102825,111954,4373,Low
I3,2011,Asia,Blue,Petrol,Automatic,3.0,18548,100671,8112,High
3 SERIES,2010,Africa,Silver,Hybrid,Manual,3.1,52525,86222,2874,Low
5 SERIES,2011,South America,Blue,Electric,Automatic,3.6,162902,114289,5676,Low
I8,2011,South America,Red,Hybrid,Manual,3.0,99128,65029,3945,Low
